Month,Year,Date,Service Provider,Initial Complaints,Escalated Complaints,CSM Index,Complaint Response Time,CRM Index,Escalated Complaint Response Time,ERM Index,Avg Age of Cases Pending,PCM Index,CSRI
2,2017,2/1/2017,Con Edison Of New York,302,36,3.8,7.5,2,8.7,2,9.7,1,8.8
2,2017,2/1/2017,Direct Energy Services LLC,27,3,3.9,6.1,2,2.1,2,14.7,0.9,8.8
2,2017,2/1/2017,Flanders Energy LLC,17,0,5,3.3,2,0,2,10.2,1,10
2,2017,2/1/2017,"Frontier Telephone of Rochester, Inc.",13,0,5,7.7,2,67.2,0,4,1,8
2,2017,2/1/2017,Major Energy Services LLC,13,2,3.5,11.4,2,0,2,17.6,0.9,8.4
2,2017,2/1/2017,Mpower Energy LLC,11,1,4.1,17.6,1.6,34.1,0,8.2,1,6.7
2,2017,2/1/2017,National Fuel Gas Distribution,17,0,5,8.5,2,4.6,2,4.7,1,10
2,2017,2/1/2017,National Grid - L I,23,0,5,8.6,2,7.5,2,23.2,0.8,9.8
2,2017,2/1/2017,National Grid - Metro Ny,80,3,4.6,7.7,2,10.1,1.9,18.7,0.9,9.4
2,2017,2/1/2017,National Grid - Upstate,94,7,4.3,4.7,2,11.1,1.9,6,1,9.2
2,2017,2/1/2017,New York American Water,13,1,4.2,10.8,2,4.5,2,30,0.7,8.9
2,2017,2/1/2017,New York State Electric & Gas Corp.,72,4,4.4,2.9,2,10.1,1.9,7.3,1,9.3
2,2017,2/1/2017,Optimum Voice,11,1,4.1,11.9,2,15.9,1.5,5.5,1,8.6
2,2017,2/1/2017,Orange & Rockland,22,0,5,4.3,2,9.2,2,7,1,10
2,2017,2/1/2017,PSEG Long Island,55,0,5,3.8,2,4.9,2,1.4,1,10
2,2017,2/1/2017,Rochester Gas & Electric Corp.,40,2,4.5,2.6,2,2.6,2,4.3,1,9.5
2,2017,2/1/2017,Time Warner - Albany,13,3,2.7,7,2,0,2,46.4,0.3,7
2,2017,2/1/2017,Time Warner - Buffalo,15,3,3,8.4,2,0,2,26.3,0.7,7.7
2,2017,2/1/2017,Time Warner - New York City,33,5,3.5,9.5,2,48,0,135.5,-9,0
2,2017,2/1/2017,Time Warner - Syracuse Division,23,5,2.8,8.1,2,5.1,2,94.1,-9,0
2,2017,2/1/2017,Verizon Communications,179,35,3,14.7,1.9,20.2,1,14.7,0.9,6.8
2,2017,2/1/2017,Verizon New York Inc.,19,0,5,12.1,2,0,2,15.2,0.9,9.9
2,2017,2/1/2017,XChange Telecom,14,4,2.1,5.4,2,10.6,1.9,10,1,7
1,2017,1/1/2017,Cablevision of Long Island,25,5,3,10.8,2,4.1,2,8.5,1,8
1,2017,1/1/2017,Cablevision of New York City,21,2,4,12.5,2,1.9,2,7.8,1,9
1,2017,1/1/2017,Central Hudson Gas & Electric Corp.,18,1,4.4,1.7,2,22.1,0.6,1.5,1,8
1,2017,1/1/2017,Con Edison Of New York,365,48,3.7,6.1,2,10.3,1.9,9.5,1,8.6
1,2017,1/1/2017,Direct Energy Services LLC,13,2,3.5,5.4,2,0.1,2,30.8,0.6,8.1
1,2017,1/1/2017,"Family Energy, Inc.",12,4,1.7,9.8,2,5.5,2,0,1,6.7
1,2017,1/1/2017,Flanders Energy LLC,14,0,5,1,2,9,2,26,0.7,9.7
1,2017,1/1/2017,"Frontier Telephone of Rochester, Inc.",17,3,3.2,8,2,0.9,2,2.2,1,8.2
1,2017,1/1/2017,"Idt Energy, Inc.",15,2,3.7,7.5,2,1.9,2,3.8,1,8.7
1,2017,1/1/2017,Josco Energy Corp,17,0,5,7.1,2,0,2,6.6,1,10
1,2017,1/1/2017,Major Energy Services LLC,11,0,5,8.4,2,0,2,6,1,10
1,2017,1/1/2017,Mpower Energy LLC,13,1,4.2,16.1,1.7,7.8,2,9.8,1,8.9
1,2017,1/1/2017,National Fuel Gas Distribution,21,0,5,6.5,2,3.1,2,7.6,1,10
1,2017,1/1/2017,National Grid - L I,21,2,4,8.2,2,42.9,0,7.9,1,7
1,2017,1/1/2017,National Grid - Metro Ny,99,3,4.7,4.5,2,3.8,2,9.9,1,9.7
1,2017,1/1/2017,National Grid - Upstate,152,7,4.5,3.9,2,7.7,2,6.9,1,9.5
1,2017,1/1/2017,New York American Water,10,2,3,8.6,2,4.4,2,25.3,0.7,7.7
1,2017,1/1/2017,New York State Electric & Gas Corp.,73,4,4.5,3.8,2,3.3,2,5.1,1,9.5
1,2017,1/1/2017,Optimum Voice,15,2,3.7,9.6,2,6.1,2,12,1,8.7
1,2017,1/1/2017,Orange & Rockland,40,0,5,3.5,2,4.8,2,6.2,1,10
1,2017,1/1/2017,PSEG Long Island,61,2,4.7,4.9,2,2.5,2,2.1,1,9.7
1,2017,1/1/2017,Rochester Gas & Electric Corp.,56,3,4.5,2.6,2,1.7,2,5.3,1,9.5
1,2017,1/1/2017,Time Warner - Albany,19,2,3.9,6.4,2,0,2,37.3,0.5,8.4
1,2017,1/1/2017,Time Warner - Buffalo,11,1,4.1,14.2,1.9,89.5,0,19.4,0.9,6.9
1,2017,1/1/2017,"Time Warner Cable Information Services (New York), LLC",10,3,2,7.8,2,131.8,0,5.6,1,5
1,2017,1/1/2017,Time Warner - New York City,29,7,2.6,12.5,2,120.2,0,122.7,-9,0
1,2017,1/1/2017,Time Warner - Rochester,11,0,5,4.9,2,154.1,0,23.7,0.8,7.8
1,2017,1/1/2017,Time Warner - Syracuse Division,18,2,3.9,5.3,2,53.2,0,101.3,-9,0
1,2017,1/1/2017,Verizon Communications,207,47,2.7,10.6,2,17.1,1.3,16.7,0.9,6.9
1,2017,1/1/2017,Verizon Digital Voice,11,4,1.4,7.1,2,11,1.9,13.6,1,6.3
1,2017,1/1/2017,Verizon New York Inc.,16,2,3.8,9.3,2,14.3,1.6,14.7,0.9,8.3
12,2016,12/1/2016,Cablevision of Long Island,18,4,2.8,6.9,2,7,2,4.8,1,7.8
12,2016,12/1/2016,Cablevision of New York City,17,1,4.4,8.9,2,3.5,2,9.8,1,9.4
12,2016,12/1/2016,Central Hudson Gas & Electric Corp.,24,0,5,4.6,2,9.3,2,14.5,0.9,9.9
12,2016,12/1/2016,Citizens Communications,13,1,4.2,8.5,2,0,2,12,1,9.2
12,2016,12/1/2016,Con Edison Of New York,331,66,3,5.6,2,10.6,1.9,11.8,1,7.9
12,2016,12/1/2016,Direct Energy Services LLC,10,1,4,5,2,8.8,2,14.8,0.9,8.9
12,2016,12/1/2016,"Frontier Telephone of Rochester, Inc.",18,1,4.4,9.5,2,4.5,2,4.2,1,9.4
12,2016,12/1/2016,"Idt Energy, Inc.",16,1,4.4,7.5,2,7,2,4,1,9.4
12,2016,12/1/2016,Major Energy Services LLC,16,0,5,5.4,2,1,2,4,1,10
12,2016,12/1/2016,Mpower Energy LLC,17,1,4.4,15,1.9,8.3,2,3.8,1,9.3
12,2016,12/1/2016,National Fuel Gas Distribution,15,0,5,6.1,2,0,2,2,1,10
12,2016,12/1/2016,National Grid - L I,36,1,4.7,7.5,2,4.6,2,36.4,0.5,9.2
12,2016,12/1/2016,National Grid - Metro Ny,105,3,4.7,4.8,2,14.7,1.6,17.3,0.9,9.2
12,2016,12/1/2016,National Grid - Upstate,148,8,4.5,3.1,2,7.5,2,6.7,1,9.5
12,2016,12/1/2016,New York State Electric & Gas Corp.,77,1,4.9,3.4,2,1.8,2,6.3,1,9.9
12,2016,12/1/2016,Orange & Rockland,17,0,5,4.1,2,10.5,1.9,10,1,9.9
12,2016,12/1/2016,PSEG Long Island,41,2,4.5,9,2,6,2,4.2,1,9.5
12,2016,12/1/2016,Rochester Gas & Electric Corp.,40,1,4.8,2.4,2,11.7,1.9,4.4,1,9.7
12,2016,12/1/2016,Time Warner - Albany,16,0,5,7.5,2,0,2,35.6,0.5,9.5
12,2016,12/1/2016,Time Warner - New York City,41,8,3,12.6,2,0,2,96.3,-9,0
12,2016,12/1/2016,Time Warner - Syracuse Division,21,2,4,6.9,2,0,2,76.1,-3,5
12,2016,12/1/2016,Verizon Communications,209,39,3.1,9.6,2,12.7,1.8,14.9,0.9,7.8
12,2016,12/1/2016,Verizon Digital Voice,12,2,3.3,6.2,2,0,2,8.4,1,8.3
12,2016,12/1/2016,Verizon New York Inc.,23,3,3.7,6.7,2,4,2,6.6,1,8.7
11,2016,11/1/2016,Cablevision of Long Island,15,4,2.3,4.6,2,1.1,2,6.5,1,7.3
11,2016,11/1/2016,Central Hudson Gas & Electric Corp.,39,1,4.7,4.2,2,8.5,2,6.1,1,9.7
11,2016,11/1/2016,Citizens Communications,13,2,3.5,10.5,2,6.9,2,10.3,1,8.5
11,2016,11/1/2016,Con Edison Of New York,352,57,3.4,12.1,2,13.4,1.7,10.7,1,8.1
11,2016,11/1/2016,Direct Energy Services LLC,11,4,1.4,10.6,2,4,2,3.3,1,6.4
11,2016,11/1/2016,"Frontier Telephone of Rochester, Inc.",17,2,3.8,13.4,2,4.4,2,4.6,1,8.8
11,2016,11/1/2016,"Idt Energy, Inc.",12,1,4.2,4.8,2,0,2,5.4,1,9.2
11,2016,11/1/2016,National Fuel Gas Distribution,22,0,5,6.5,2,0,2,6,1,10
11,2016,11/1/2016,National Grid - L I,36,1,4.7,4.6,2,14.6,1.6,31.9,0.6,8.9
11,2016,11/1/2016,National Grid - Metro Ny,143,4,4.7,9.9,2,13.4,1.7,7.7,1,9.4
11,2016,11/1/2016,National Grid - Upstate,171,13,4.2,4.9,2,7.9,2,4.7,1,9.2
11,2016,11/1/2016,New York American Water,20,2,4,9.7,2,0,2,23.9,0.8,8.8
11,2016,11/1/2016,New York State Electric & Gas Corp.,77,6,4.2,3.9,2,8.3,2,6.9,1,9.2
11,2016,11/1/2016,Optimum Voice,10,4,1,7.9,2,2.8,2,2.5,1,6
11,2016,11/1/2016,Orange & Rockland,19,0,5,5.1,2,7.5,2,11.7,1,10
11,2016,11/1/2016,PSEG Long Island,54,2,4.6,8.2,2,5.9,2,4.2,1,9.6
11,2016,11/1/2016,Rochester Gas & Electric Corp.,45,2,4.6,4.9,2,6.7,2,9,1,9.6
11,2016,11/1/2016,Suez Water New York Inc.,12,0,5,1.6,2,188.1,0,180,-9,0
11,2016,11/1/2016,Time Warner - Albany,14,1,4.3,12,2,26.3,0,45.7,0.3,6.6
11,2016,11/1/2016,Time Warner - Buffalo,13,1,4.2,8.8,2,24.3,0.2,25.7,0.7,7.1
11,2016,11/1/2016,Time Warner - New York City,34,5,3.5,15.3,1.8,330.5,0,81,-5,0.3
11,2016,11/1/2016,Time Warner - Syracuse Division,19,0,5,9.2,2,191.1,0,58.7,0.1,7.1
11,2016,11/1/2016,Verizon Communications,177,33,3.1,16.1,1.7,26,0,11.3,1,5.8
11,2016,11/1/2016,Verizon Digital Voice,18,2,3.9,8.3,2,2.6,2,4.1,1,8.9
11,2016,11/1/2016,Verizon New York Inc.,25,2,4.2,8.5,2,17.2,1.3,35.3,0.5,8
10,2016,10/1/2016,Central Hudson Gas & Electric Corp.,38,1,4.7,5.2,2,6.6,2,10.4,1,9.7
10,2016,10/1/2016,Citizens Communications,15,4,2.3,13,2,14.5,1.6,7.7,1,6.9
10,2016,10/1/2016,Con Edison Of New York,363,56,3.5,12.5,2,7.6,2,9.3,1,8.5
10,2016,10/1/2016,Direct Energy Services LLC,19,2,3.9,7.3,2,5.4,2,11.4,1,8.9
10,2016,10/1/2016,"Frontier Telephone of Rochester, Inc.",18,1,4.4,10.2,2,6.4,2,8.8,1,9.4
10,2016,10/1/2016,"Idt Energy, Inc.",14,1,4.3,5,2,3.1,2,1,1,9.3
10,2016,10/1/2016,Josco Energy Corp,11,0,5,9.5,2,0,2,3,1,10
10,2016,10/1/2016,Mpower Energy LLC,11,0,5,13.2,2,0,2,7.9,1,10
10,2016,10/1/2016,National Fuel Gas Distribution,44,1,4.8,8.6,2,2.6,2,6,1,9.8
10,2016,10/1/2016,National Grid - L I,27,0,5,8,2,16.4,1.4,11.2,1,9.4
10,2016,10/1/2016,National Grid - Metro Ny,126,8,4.4,16.5,1.7,18.4,1.2,13.8,1,8.3
10,2016,10/1/2016,National Grid - Upstate,251,13,4.5,4,2,5.4,2,5.2,1,9.5
10,2016,10/1/2016,New York State Electric & Gas Corp.,74,1,4.9,3.7,2,24.1,0.2,23.1,0.8,7.9
10,2016,10/1/2016,Optimum Voice,12,2,3.3,23.3,1,11.6,1.9,7.2,1,7.2
10,2016,10/1/2016,Orange & Rockland,36,0,5,3.3,2,0.8,2,4.4,1,10
10,2016,10/1/2016,PSEG Long Island,76,1,4.9,5.5,2,5,2,5.4,1,9.9
10,2016,10/1/2016,Rochester Gas & Electric Corp.,74,3,4.6,3.5,2,8.5,2,8.5,1,9.6
10,2016,10/1/2016,"Spark Energy, L.P.",11,1,4.1,8.3,2,3.4,2,11,1,9.1
10,2016,10/1/2016,Suez Water New York Inc.,10,1,4,2.8,2,9.5,2,158,-9,0
10,2016,10/1/2016,Time Warner - Albany,26,3,3.8,9.9,2,0,2,18.4,0.9,8.7
10,2016,10/1/2016,Time Warner - Buffalo,13,2,3.5,13,2,5.7,2,31.1,0.6,8.1
10,2016,10/1/2016,"Time Warner Cable Information Services (New York), LLC",11,3,2.3,10.4,2,0,2,54.8,0.2,6.5
10,2016,10/1/2016,Time Warner - New York City,35,5,3.6,11,2,0.7,2,86.9,-7,0.6
10,2016,10/1/2016,Time Warner - Syracuse Division,16,6,1.2,11.6,2,0.9,2,65.8,0,5.2
10,2016,10/1/2016,Verizon Communications,183,37,3,15.6,1.8,23.2,0.4,12.8,1,6.2
10,2016,10/1/2016,Verizon New York Inc.,15,3,3,14,2,11.4,1.9,21.8,0.8,7.7
9,2016,9/1/2016,Ambit Energy,11,5,0.5,9.7,2,6.6,2,7,1,5.5
9,2016,9/1/2016,Cablevision of New York City,11,1,4.1,8.7,2,10.6,1.9,15.2,0.9,8.9
9,2016,9/1/2016,Central Hudson Gas & Electric Corp.,52,0,5,5.4,2,8.9,2,6.2,1,10
9,2016,9/1/2016,Citizens Communications,22,3,3.6,9.9,2,10.9,1.9,8.5,1,8.5
9,2016,9/1/2016,Con Edison Of New York,446,51,3.9,8.3,2,8.8,2,6.1,1,8.9
9,2016,9/1/2016,Direct Energy Services LLC,12,1,4.2,8.6,2,4.8,2,6.6,1,9.2
9,2016,9/1/2016,"Family Energy, Inc.",12,0,5,13.7,2,0,2,18.7,0.9,9.9
9,2016,9/1/2016,"Frontier Telephone of Rochester, Inc.",18,3,3.3,13.8,2,0,2,5.4,1,8.3
9,2016,9/1/2016,"Idt Energy, Inc.",10,0,5,9.2,2,0,2,5.7,1,10
9,2016,9/1/2016,Josco Energy Corp,11,1,4.1,12.6,2,3.8,2,3.5,1,9.1
9,2016,9/1/2016,Major Energy Services LLC,16,1,4.4,7.3,2,0.1,2,4,1,9.4
9,2016,9/1/2016,Mpower Energy LLC,14,1,4.3,14.6,1.9,4.8,2,5.3,1,9.2
9,2016,9/1/2016,National Fuel Gas Distribution,26,1,4.6,8.3,2,1,2,3.5,1,9.6
9,2016,9/1/2016,National Grid - L I,44,4,4.1,15.9,1.8,24.2,0.2,17.1,0.9,7
9,2016,9/1/2016,National Grid - Metro Ny,117,6,4.5,11.8,2,35.3,0,13.2,1,7.5
9,2016,9/1/2016,National Grid - Upstate,311,11,4.6,4.6,2,8.6,2,7.6,1,9.6
9,2016,9/1/2016,New York State Electric & Gas Corp.,71,1,4.9,3.9,2,10.2,1.9,23.2,0.8,9.6
9,2016,9/1/2016,Orange & Rockland,31,0,5,4.2,2,2.5,2,10,1,10
9,2016,9/1/2016,PSEG Long Island,61,0,5,7.7,2,2.4,2,3.5,1,10
9,2016,9/1/2016,Rochester Gas & Electric Corp.,75,4,4.5,3.8,2,3.8,2,6.9,1,9.5
9,2016,9/1/2016,Suez Water New York Inc.,13,2,3.5,93.8,0,1,2,77,-3,2.5
9,2016,9/1/2016,Time Warner - Albany,22,5,2.7,13,2,0,2,7.4,1,7.7
9,2016,9/1/2016,Time Warner - Buffalo,16,3,3.1,14.6,1.9,1,2,15.5,0.9,7.9
9,2016,9/1/2016,Time Warner - New York City,32,2,4.4,31.8,0,19.1,1.1,84.1,-5,0.5
9,2016,9/1/2016,Time Warner - Rochester,10,0,5,8.1,2,0,2,11.8,1,10
9,2016,9/1/2016,Time Warner - Syracuse Division,26,1,4.6,12.8,2,0,2,64.6,0,8.6
9,2016,9/1/2016,Verizon Communications,211,37,3.2,12.3,2,17.8,1.3,12.4,1,7.5
9,2016,9/1/2016,Verizon Digital Voice,14,6,0.7,6.8,2,6.9,2,16,0.9,5.6
9,2016,9/1/2016,Verizon New York Inc.,23,3,3.7,8.1,2,9.9,2,19,0.9,8.6
9,2016,9/1/2016,XChange Telecom,11,5,0.5,4.8,2,9.9,2,12.5,1,5.5
8,2016,8/1/2016,Ambit Energy,11,1,4.1,8.6,2,4.2,2,2.5,1,9.1
8,2016,8/1/2016,AT&T (C),15,0,5,5.1,2,11,1.9,0,1,9.9
8,2016,8/1/2016,Cablevision of New York City,14,4,2.1,8.9,2,8.2,2,9.1,1,7.1
8,2016,8/1/2016,Central Hudson Gas & Electric Corp.,54,2,4.6,7.4,2,4.4,2,8,1,9.6
8,2016,8/1/2016,Citizens Communications (ILEC),14,2,3.6,14.4,1.9,0,2,4,1,8.5
8,2016,8/1/2016,Con Edison Of New York,405,42,4,12.9,2,10,2,4.2,1,9
8,2016,8/1/2016,Direct Energy Services LLC,16,5,1.9,5.2,2,2.4,2,16,0.9,6.8
8,2016,8/1/2016,"Eligo Energy Ny, Llc",28,3,3.9,6,2,6.1,2,15.3,0.9,8.8
8,2016,8/1/2016,"Family Energy, Inc.",11,0,5,10.4,2,0,2,7.6,1,10
8,2016,8/1/2016,"Frontier Telephone of Rochester, Inc.",11,1,4.1,8.5,2,10.7,1.9,3.3,1,9
8,2016,8/1/2016,Josco Energy Corp,20,1,4.5,7.9,2,9,2,8.2,1,9.5
8,2016,8/1/2016,Mpower Energy LLC,16,2,3.8,13.9,2,10.3,1.9,6.9,1,8.7
8,2016,8/1/2016,National Fuel Gas Distribution,18,0,5,6.7,2,22,0.8,3.3,1,8.8
8,2016,8/1/2016,National Grid - L I,36,7,3.1,9.5,2,16.6,1.4,30.9,0.6,7.1
8,2016,8/1/2016,National Grid - Metro Ny,128,2,4.8,9.3,2,24.2,0.2,19.8,0.9,7.9
8,2016,8/1/2016,National Grid - Upstate,338,14,4.6,4.2,2,4,2,9.5,1,9.6
8,2016,8/1/2016,New York State Electric & Gas Corp.,94,7,4.3,7.1,2,7.7,2,12.2,1,9.3
8,2016,8/1/2016,Non-Jurisdictional / Deleted Complaint,22,2,4.1,0,2,4.3,2,0,1,9.1
8,2016,8/1/2016,Orange & Rockland,22,0,5,1.8,2,4.9,2,8.2,1,10
8,2016,8/1/2016,PSEG Long Island,73,5,4.3,4.9,2,7.8,2,1.7,1,9.3
8,2016,8/1/2016,Rochester Gas & Electric Corp.,85,2,4.8,2.4,2,5.5,2,11.1,1,9.8
8,2016,8/1/2016,Time Warner - Albany,27,2,4.3,3.9,2,5.4,2,7.5,1,9.3
8,2016,8/1/2016,Time Warner - Buffalo,20,3,3.5,5.2,2,95.5,0,5,1,6.5
8,2016,8/1/2016,"Time Warner Cable Information Services (New York), LLC",11,2,3.2,11.2,2,0,2,31.1,0.6,7.8
8,2016,8/1/2016,Time Warner - New York City,45,10,2.8,19.9,1.4,19.7,1.1,67.5,0,5.3
8,2016,8/1/2016,Time Warner - Rochester,13,1,4.2,8.1,2,0,2,2.5,1,9.2
8,2016,8/1/2016,Time Warner - Syracuse Division,31,3,4,6.3,2,10.4,1.9,39.5,0.5,8.4
8,2016,8/1/2016,United Water-New York,10,4,1,5.7,2,3,2,159.5,-9,0
8,2016,8/1/2016,Verizon Communications (LEC),266,45,3.3,13.5,2,22.2,0.6,12.4,1,6.9
8,2016,8/1/2016,Verizon Digital Voice,22,4,3.2,6.1,2,18.3,1.2,5.7,1,7.4
8,2016,8/1/2016,Verizon New York Inc.,22,3,3.6,9.9,2,7.1,2,19.9,0.9,8.5
8,2016,8/1/2016,XChange Telecom,12,4,1.7,8,2,1.6,2,16,0.9,6.6
7,2016,7/1/2016,AT&T,10,4,1,8,2,3.2,2,11,1,6
7,2016,7/1/2016,Cablevision of New York City,15,1,4.3,11.2,2,3.2,2,13.3,1,9.3
7,2016,7/1/2016,Central Hudson Gas & Electric Corp.,42,1,4.8,4.9,2,11.5,1.9,12.1,1,9.7
7,2016,7/1/2016,Citizens Communications,12,0,5,14.2,1.9,6.9,2,11.3,1,9.9
7,2016,7/1/2016,Con Edison Of New York,341,41,3.8,10.7,2,15.7,1.5,8.8,1,8.3
7,2016,7/1/2016,Direct Energy Services LLC,12,2,3.3,7.3,2,3,2,13.3,1,8.3
7,2016,7/1/2016,"Family Energy, Inc.",12,3,2.5,10.1,2,1.9,2,10.1,1,7.5
7,2016,7/1/2016,"Frontier Telephone of Rochester, Inc.",11,3,2.3,17.5,1.6,5.9,2,10.2,1,6.9
7,2016,7/1/2016,Mpower Energy LLC,11,1,4.1,16.1,1.7,13.7,1.7,7.1,1,8.5
7,2016,7/1/2016,National Fuel Gas Distribution,17,1,4.4,6.8,2,3.4,2,9.5,1,9.4
7,2016,7/1/2016,National Grid - L I,38,3,4.2,8.3,2,9.6,2,25.4,0.7,8.9
7,2016,7/1/2016,National Grid - Metro Ny,100,4,4.6,9.4,2,17.5,1.3,21.4,0.8,8.7
7,2016,7/1/2016,National Grid - Upstate,280,13,4.5,2.9,2,7.1,2,10.4,1,9.5
7,2016,7/1/2016,New York State Electric & Gas Corp.,99,8,4.2,3.6,2,4,2,15.5,0.9,9.1
7,2016,7/1/2016,Orange & Rockland,17,0,5,2.6,2,0,2,0,1,10
7,2016,7/1/2016,PSEG Long Island,58,0,5,3.2,2,4.1,2,4.2,1,10
7,2016,7/1/2016,Rochester Gas & Electric Corp.,79,4,4.5,2.9,2,3,2,9.8,1,9.5
7,2016,7/1/2016,Time Warner - Albany,22,1,4.5,2.8,2,24.9,0.2,0,1,7.7
7,2016,7/1/2016,Time Warner - Buffalo,17,0,5,5.1,2,17.9,1.3,113,-9,0
7,2016,7/1/2016,"Time Warner Cable Information Services (New York), LLC",16,3,3.1,13.4,2,10.2,1.9,16.9,0.9,7.9
7,2016,7/1/2016,Time Warner - New York City,52,9,3.3,9.1,2,44.1,0,59.5,0.1,5.4
7,2016,7/1/2016,Time Warner - Rochester,11,1,4.1,6.3,2,0.2,2,17,0.9,9
7,2016,7/1/2016,Time Warner - Syracuse Division,28,3,3.9,5.5,2,9.2,2,43.2,0.4,8.3
7,2016,7/1/2016,United Water-New York,12,2,3.3,6,2,0.1,2,128.5,-9,0
7,2016,7/1/2016,Verizon Communications,221,48,2.8,15.5,1.8,31.1,0,17,0.9,5.5
7,2016,7/1/2016,Verizon New York Inc.,16,2,3.8,15.1,1.8,14.1,1.6,16.5,0.9,8.1
6,2016,6/1/2016,Ambit Energy,11,5,0.5,12.1,2,8,2,4,1,5.5
6,2016,6/1/2016,AT&T,10,2,3,8,2,0.6,2,23.3,0.8,7.8
6,2016,6/1/2016,Cablevision of New York City,15,0,5,9.1,2,19.2,1.1,7.2,1,9.1
6,2016,6/1/2016,Central Hudson Gas & Electric Corp.,36,1,4.7,6.4,2,9,2,5.3,1,9.7
6,2016,6/1/2016,Con Edison Of New York,384,60,3.4,27.7,0.2,18.5,1.2,8.7,1,5.8
6,2016,6/1/2016,"Family Energy, Inc.",16,1,4.4,13.4,2,5.1,2,4,1,9.4
6,2016,6/1/2016,Forest Park Water Co. Inc.,17,1,4.4,1,2,0,2,23.5,0.8,9.2
6,2016,6/1/2016,"Frontier Telephone of Rochester, Inc.",23,0,5,8.2,2,4.8,2,5.8,1,10
6,2016,6/1/2016,National Fuel Gas Distribution,19,1,4.5,8.3,2,1.7,2,5,1,9.5
6,2016,6/1/2016,National Grid - L I,47,2,4.6,16.2,1.7,10.8,1.9,18.3,0.9,9.1
6,2016,6/1/2016,National Grid - Metro Ny,102,4,4.6,16.8,1.7,28.5,0,14.8,0.9,7.2
6,2016,6/1/2016,National Grid - Upstate,354,12,4.7,2.4,2,5.6,2,4.6,1,9.7
6,2016,6/1/2016,New York State Electric & Gas Corp.,87,6,4.3,3.5,2,6.2,2,10.7,1,9.3
6,2016,6/1/2016,Orange & Rockland,22,1,4.5,1.7,2,2,2,5,1,9.5
6,2016,6/1/2016,PSEG Long Island,63,0,5,4.4,2,6.1,2,1.5,1,10
6,2016,6/1/2016,Rochester Gas & Electric Corp.,81,3,4.6,2,2,2.7,2,5.7,1,9.6
6,2016,6/1/2016,Time Warner - Albany,15,1,4.3,4.2,2,13.5,1.7,36,0.5,8.5
6,2016,6/1/2016,"Time Warner Cable Information Services (New York), LLC",17,4,2.6,8.9,2,0.2,2,9.7,1,7.6
6,2016,6/1/2016,Time Warner - New York City,41,8,3,13.1,2,15,1.6,62.1,0,6.6
6,2016,6/1/2016,Time Warner - Rochester,10,1,4,12.5,2,13.9,1.7,4.8,1,8.7
6,2016,6/1/2016,Time Warner - Syracuse Division,31,3,4,6.8,2,1.1,2,48.4,0.3,8.3
6,2016,6/1/2016,Verizon Communications,237,71,2,14.6,1.9,18.6,1.2,18.7,0.9,6
6,2016,6/1/2016,Verizon Digital Voice,12,3,2.5,13.1,2,18.5,1.2,9.9,1,6.7
6,2016,6/1/2016,Verizon New York Inc.,22,6,2.3,17.9,1.6,7.1,2,13.2,1,6.9
6,2016,6/1/2016,XChange Telecom,11,1,4.1,2,2,62.9,0,7.8,1,7.1
5,2016,5/1/2016,Ambit Energy,25,13,0,17,1.7,5.1,2,5.1,1,4.7
5,2016,5/1/2016,AT&T,17,2,3.8,11.7,2,9.5,2,9.3,1,8.8
5,2016,5/1/2016,Cablevision of New York City,13,2,3.5,11,2,0,2,6,1,8.5
5,2016,5/1/2016,Central Hudson Gas & Electric Corp.,36,2,4.4,8.9,2,7.9,2,10,1,9.4
5,2016,5/1/2016,Con Edison Of New York,357,60,3.3,10.5,2,17.9,1.3,11.2,1,7.6
5,2016,5/1/2016,Direct Energy Services LLC,23,5,2.9,16.4,1.7,6.4,2,6.1,1,7.6
5,2016,5/1/2016,"Family Energy, Inc.",13,2,3.5,17.5,1.6,5.7,2,9.2,1,8.1
5,2016,5/1/2016,"Frontier Telephone of Rochester, Inc.",14,2,3.6,10.1,2,3.9,2,5.5,1,8.6
5,2016,5/1/2016,National Fuel Gas Distribution,20,0,5,7.1,2,4.2,2,0,1,10
5,2016,5/1/2016,National Grid - L I,42,5,3.8,12.8,2,34,0,31.9,0.6,6.4
5,2016,5/1/2016,National Grid - Metro Ny,124,7,4.4,12.5,2,11.1,1.9,19.1,0.9,9.2
5,2016,5/1/2016,National Grid - Upstate,306,12,4.6,2.9,2,6.9,2,5.7,1,9.6
5,2016,5/1/2016,New York State Electric & Gas Corp.,100,8,4.2,4.7,2,6.4,2,9,1,9.2
5,2016,5/1/2016,Orange & Rockland,24,0,5,4.8,2,4.8,2,3.5,1,10
5,2016,5/1/2016,PSEG Long Island,63,1,4.8,3.4,2,2.7,2,2.8,1,9.8
5,2016,5/1/2016,Rochester Gas & Electric Corp.,78,3,4.6,2.6,2,3.4,2,3.2,1,9.6
5,2016,5/1/2016,Time Warner - Albany,20,1,4.5,7.5,2,23.1,0.4,24.5,0.8,7.7
5,2016,5/1/2016,Time Warner - Buffalo,10,3,2,6.1,2,19.2,1.1,55.8,0.1,5.2
5,2016,5/1/2016,Time Warner - New York City,54,11,3,11.6,2,5.7,2,62.2,0,7
5,2016,5/1/2016,Time Warner - Syracuse Division,17,3,3.2,5.3,2,44.1,0,51,0.2,5.4
5,2016,5/1/2016,United Water-New York,12,5,0.8,1.4,2,0.1,2,63.7,0,4.8
